date,pattern,signal_time,entry_time,entry,sl,tp,pnl_r,exit_reason,exit_time
2026-04-03,D_FIRST_PULLBACK,2026-04-03 11:15:00+00:00,2026-04-03 11:30:00+00:00,23966.13,23927.88,24080.88,0.0,BE_HIT,2026-04-03 12:30:00+00:00
2026-04-06,B_FLAT_TOP,2026-04-06 02:00:00+00:00,2026-04-06 02:00:00+00:00,24084.09,24007.34,24314.34,-1.0,SL_HIT,2026-04-06 03:15:00+00:00
2026-04-06,D_FIRST_PULLBACK,2026-04-06 06:00:00+00:00,2026-04-06 06:15:00+00:00,24097.14,24035.84,24281.04,-1.0,SL_HIT,2026-04-06 07:00:00+00:00
2026-04-06,D_FIRST_PULLBACK,2026-04-06 12:30:00+00:00,2026-04-06 12:45:00+00:00,24139.39,24111.27,24223.75,-1.0,SL_HIT,2026-04-06 13:00:00+00:00
2026-04-07,D_FIRST_PULLBACK,2026-04-07 03:30:00+00:00,2026-04-07 03:45:00+00:00,24053.14,24018.89,24155.89,3.0,TP_HIT,2026-04-07 08:00:00+00:00
2026-04-07,D_FIRST_PULLBACK,2026-04-07 12:15:00+00:00,2026-04-07 12:30:00+00:00,24068.07,23959.82,24392.82,-1.0,SL_HIT,2026-04-07 13:45:00+00:00
2026-04-08,D_FIRST_PULLBACK,2026-04-08 00:45:00+00:00,2026-04-08 01:00:00+00:00,24909.55,24837.18,25126.66,0.0,BE_HIT,2026-04-08 13:45:00+00:00
2026-04-09,D_FIRST_PULLBACK,2026-04-09 05:15:00+00:00,2026-04-09 05:30:00+00:00,24863.78,24825.66,24978.14,-1.0,SL_HIT,2026-04-09 07:30:00+00:00
2026-04-09,D_FIRST_PULLBACK,2026-04-09 09:15:00+00:00,2026-04-09 09:30:00+00:00,24843.58,24795.46,24987.94,0.0,BE_HIT,2026-04-09 13:45:00+00:00
2026-04-10,D_FIRST_PULLBACK,2026-04-10 01:30:00+00:00,2026-04-10 01:45:00+00:00,25126.39,25089.77,25236.25,-1.0,SL_HIT,2026-04-10 02:15:00+00:00
2026-04-13,D_FIRST_PULLBACK,2026-04-13 00:45:00+00:00,2026-04-13 01:00:00+00:00,24898.68,24831.18,25101.18,3.0,TP_HIT,2026-04-13 13:45:00+00:00
2026-04-14,D_FIRST_PULLBACK,2026-04-14 08:00:00+00:00,2026-04-14 08:15:00+00:00,25478.86,25452.74,25557.22,3.0,TP_HIT,2026-04-14 12:30:00+00:00
2026-04-15,D_FIRST_PULLBACK,2026-04-15 07:30:00+00:00,2026-04-15 07:45:00+00:00,25847.12,25826.24,25909.76,-1.0,SL_HIT,2026-04-15 09:45:00+00:00
2026-04-15,D_FIRST_PULLBACK,2026-04-15 12:30:00+00:00,2026-04-15 12:45:00+00:00,25850.99,25809.62,25975.1,3.0,TP_HIT,2026-04-15 14:15:00+00:00
2026-04-20,D_FIRST_PULLBACK,2026-04-20 07:00:00+00:00,2026-04-20 07:15:00+00:00,26566.82,26511.45,26732.93,-1.0,SL_HIT,2026-04-20 08:00:00+00:00
2026-04-20,D_FIRST_PULLBACK,2026-04-20 09:30:00+00:00,2026-04-20 09:45:00+00:00,26571.82,26549.2,26639.68,-1.0,SL_HIT,2026-04-20 11:00:00+00:00
2026-04-20,D_FIRST_PULLBACK,2026-04-20 12:30:00+00:00,2026-04-20 12:45:00+00:00,26595.95,26565.57,26687.09,3.0,TP_HIT,2026-04-20 13:30:00+00:00
2026-04-21,D_FIRST_PULLBACK,2026-04-21 00:45:00+00:00,2026-04-21 01:00:00+00:00,26690.81,26652.06,26807.06,-1.0,SL_HIT,2026-04-21 13:30:00+00:00
2026-04-22,D_FIRST_PULLBACK,2026-04-22 01:30:00+00:00,2026-04-22 01:45:00+00:00,26686.48,26662.48,26758.48,-1.0,SL_HIT,2026-04-22 04:30:00+00:00
2026-04-22,D_FIRST_PULLBACK,2026-04-22 05:15:00+00:00,2026-04-22 05:30:00+00:00,26695.98,26640.23,26863.23,3.0,TP_HIT,2026-04-22 14:30:00+00:00
2026-04-23,D_FIRST_PULLBACK,2026-04-23 07:30:00+00:00,2026-04-23 07:45:00+00:00,26869.3,26842.68,26949.16,-1.0,SL_HIT,2026-04-23 08:00:00+00:00
2026-04-23,D_FIRST_PULLBACK,2026-04-23 10:15:00+00:00,2026-04-23 10:30:00+00:00,26813.55,26788.55,26888.55,3.0,TP_HIT,2026-04-23 11:45:00+00:00
2026-04-24,D_FIRST_PULLBACK,2026-04-24 05:15:00+00:00,2026-04-24 05:30:00+00:00,26934.02,26906.52,27016.52,3.0,TP_HIT,2026-04-24 08:15:00+00:00
2026-04-24,D_FIRST_PULLBACK,2026-04-24 09:30:00+00:00,2026-04-24 09:45:00+00:00,26987.69,26939.19,27133.19,3.0,TP_HIT,2026-04-24 11:00:00+00:00
2026-04-24,D_FIRST_PULLBACK,2026-04-24 12:00:00+00:00,2026-04-24 12:15:00+00:00,27175.57,27141.19,27278.71,-1.0,SL_HIT,2026-04-24 12:30:00+00:00
2026-04-27,B_FLAT_TOP,2026-04-27 01:00:00+00:00,2026-04-27 01:00:00+00:00,27354.45,27158.97275,27940.88175,0.0,EOD,2026-04-27 23:45:00+00:00
2026-04-28,D_FIRST_PULLBACK,2026-04-28 04:15:00+00:00,2026-04-28 04:30:00+00:00,27313.11,27290.61,27380.61,-1.0,SL_HIT,2026-04-28 05:00:00+00:00
2026-04-28,D_FIRST_PULLBACK,2026-04-28 08:15:00+00:00,2026-04-28 08:30:00+00:00,27243.41,27188.41,27408.41,-1.0,SL_HIT,2026-04-28 09:30:00+00:00
2026-04-29,D_FIRST_PULLBACK,2026-04-29 02:45:00+00:00,2026-04-29 03:00:00+00:00,27157.26,27136.63,27219.15,0.0,BE_HIT,2026-04-29 06:45:00+00:00
2026-04-29,D_FIRST_PULLBACK,2026-04-29 10:15:00+00:00,2026-04-29 10:30:00+00:00,27170.31,27100.56,27379.56,-1.0,SL_HIT,2026-04-29 12:30:00+00:00
2026-04-30,D_FIRST_PULLBACK,2026-04-30 08:00:00+00:00,2026-04-30 08:15:00+00:00,27247.85,27226.98,27310.46,-1.0,SL_HIT,2026-04-30 09:15:00+00:00
2026-04-30,D_FIRST_PULLBACK,2026-04-30 11:00:00+00:00,2026-04-30 11:15:00+00:00,27305.98,27248.23,27479.23,0.0,BE_HIT,2026-04-30 13:30:00+00:00
2026-05-01,D_FIRST_PULLBACK,2026-05-01 01:15:00+00:00,2026-05-01 01:30:00+00:00,27540.07,27506.95,27639.43,-1.0,SL_HIT,2026-05-01 05:45:00+00:00
2026-05-01,D_FIRST_PULLBACK,2026-05-01 10:45:00+00:00,2026-05-01 11:00:00+00:00,27463.5,27430.25,27563.25,3.0,TP_HIT,2026-05-01 13:30:00+00:00
2026-05-04,D_FIRST_PULLBACK,2026-05-04 01:45:00+00:00,2026-05-04 02:00:00+00:00,27821.82,27774.44,27963.96,-1.0,SL_HIT,2026-05-04 08:00:00+00:00
2026-05-04,D_FIRST_PULLBACK,2026-05-04 11:45:00+00:00,2026-05-04 12:00:00+00:00,27733.24,27681.37,27888.85,0.0,BE_HIT,2026-05-04 15:15:00+00:00
2026-05-05,D_FIRST_PULLBACK,2026-05-05 02:15:00+00:00,2026-05-05 02:30:00+00:00,27734.95,27711.57,27805.09,-1.0,SL_HIT,2026-05-05 02:45:00+00:00
2026-05-05,D_FIRST_PULLBACK,2026-05-05 06:30:00+00:00,2026-05-05 06:45:00+00:00,27769.12,27721.62,27911.62,3.0,TP_HIT,2026-05-05 13:30:00+00:00
2026-05-06,D_FIRST_PULLBACK,2026-05-06 01:45:00+00:00,2026-05-06 02:00:00+00:00,28198.36,28177.36,28261.36,-1.0,SL_HIT,2026-05-06 02:30:00+00:00
2026-05-06,D_FIRST_PULLBACK,2026-05-06 02:45:00+00:00,2026-05-06 03:00:00+00:00,28193.98,28168.86,28269.34,3.0,TP_HIT,2026-05-06 06:00:00+00:00
2026-05-06,D_FIRST_PULLBACK,2026-05-06 07:30:00+00:00,2026-05-06 07:45:00+00:00,28244.41,28214.91,28332.91,3.0,TP_HIT,2026-05-06 08:45:00+00:00
