setup_id,symbol,direction,setup_time,entry_time,entry_price,sl,tp,planned_rr,exit_time,exit_price,exit_reason,pnl_r,rectangle_size_points,rectangle_low,rectangle_high,ai_score
EURUSD_2026-02-06T00:00:00_SHORT,EURUSD,sell,2026-02-06T00:00:00,2026-02-06T00:15:00,1.17835,1.17847,1.1779900000000003,3.0,2026-02-06T00:17:00,1.1779900000000003,TP_HIT,3.0,8.999999999992347,1.17838,1.17847,100
EURUSD_2026-02-06T00:30:00_SHORT,EURUSD,sell,2026-02-06T00:30:00,2026-02-06T00:57:00,1.17823,1.17854,1.1773000000000007,3.0,2026-02-06T00:59:00,1.17854,SL_HIT,-1.0,21.99999999998869,1.17832,1.17854,100
EURUSD_2026-02-06T20:45:00_LONG,EURUSD,buy,2026-02-06T20:45:00,2026-02-08T22:01:00,1.18188,1.18133,1.1835300000000002,3.0,2026-02-08T22:04:00,1.18133,SL_HIT,-1.0,22.000000000010896,1.18133,1.18155,100
EURUSD_2026-02-09T21:15:00_LONG,EURUSD,buy,2026-02-09T21:15:00,2026-02-09T21:30:00,1.19123,1.191,1.1919199999999999,3.0,2026-02-09T22:17:00,1.191,SL_HIT,-1.0,19.999999999997797,1.191,1.1912,100
EURUSD_2026-02-09T22:45:00_LONG,EURUSD,buy,2026-02-09T22:45:00,2026-02-09T23:00:00,1.19049,1.19017,1.1914500000000003,3.0,2026-02-09T23:09:00,1.19017,SL_HIT,-1.0,21.00000000000435,1.19017,1.19038,100
EURUSD_2026-02-10T05:00:00_SHORT,EURUSD,sell,2026-02-10T05:00:00,2026-02-10T05:15:00,1.19074,1.19132,1.1889999999999998,3.0,2026-02-10T07:40:00,1.19132,SL_HIT,-1.0,41.000000000002146,1.19091,1.19132,100
EURUSD_2026-02-10T07:15:00_SHORT,EURUSD,sell,2026-02-10T07:15:00,2026-02-10T07:30:00,1.1907,1.19111,1.1894700000000007,3.0,2026-02-10T07:40:00,1.19111,SL_HIT,-1.0,34.99999999998504,1.19076,1.19111,100
EURUSD_2026-02-11T08:00:00_LONG,EURUSD,buy,2026-02-11T08:00:00,2026-02-11T08:20:00,1.19133,1.19102,1.19226,3.0,2026-02-11T09:42:00,1.19226,TP_HIT,3.0,29.999999999996692,1.19102,1.19132,100
EURUSD_2026-02-12T20:00:00_SHORT,EURUSD,sell,2026-02-12T20:00:00,2026-02-12T20:15:00,1.18703,1.18718,1.1865800000000004,3.0,2026-02-12T20:19:00,1.18718,SL_HIT,-1.0,8.999999999992347,1.18709,1.18718,100
EURUSD_2026-02-13T08:00:00_SHORT,EURUSD,sell,2026-02-13T08:00:00,2026-02-13T08:16:00,1.18643,1.18666,1.1857400000000002,3.0,2026-02-13T09:08:00,1.1857400000000002,TP_HIT,3.0,22.000000000010896,1.18644,1.18666,100
EURUSD_2026-02-13T11:15:00_SHORT,EURUSD,sell,2026-02-13T11:15:00,2026-02-13T11:37:00,1.18599,1.18624,1.1852400000000005,3.0,2026-02-13T11:39:00,1.18624,SL_HIT,-1.0,18.999999999991246,1.18605,1.18624,100
EURUSD_2026-02-15T22:00:00_LONG,EURUSD,buy,2026-02-15T22:00:00,2026-02-16T01:55:00,1.18671,1.18648,1.1873999999999998,3.0,2026-02-16T02:01:00,1.18648,SL_HIT,-1.0,22.000000000010896,1.18648,1.1867,100
EURUSD_2026-02-16T01:45:00_SHORT,EURUSD,sell,2026-02-16T01:45:00,2026-02-16T02:01:00,1.18645,1.18671,1.1856700000000002,3.0,2026-02-16T02:13:00,1.18671,SL_HIT,-1.0,17.000000000000348,1.18654,1.18671,100
