symbol,date,pattern,signal_time,entry_time,entry,sl,tp,rr,exit_reason,pnl_r,exit_time
NAS100,2025-12-11,D_FIRST_PULLBACK,2025-12-11 07:45:00+00:00,2025-12-11 08:00:00+00:00,25516.62,25454.62,25640.62,2.0,TP_HIT,2.0,2025-12-11 11:15:00+00:00
NAS100,2025-12-11,D_FIRST_PULLBACK,2025-12-11 14:15:00+00:00,2025-12-11 14:30:00+00:00,25579.12,25371.25,25994.86,2.0,EOD,0.0,2025-12-11 23:45:00+00:00
NAS100,2025-12-12,D_FIRST_PULLBACK,2025-12-12 01:00:00+00:00,2025-12-12 01:15:00+00:00,25680.47,25643.85,25753.71,2.0,SL_HIT,-1.0,2025-12-12 03:00:00+00:00
NAS100,2025-12-12,D_FIRST_PULLBACK,2025-12-12 09:00:00+00:00,2025-12-12 09:15:00+00:00,25601.52,25544.77,25715.02,2.0,SL_HIT,-1.0,2025-12-12 10:30:00+00:00
NAS100,2025-12-12,D_FIRST_PULLBACK,2025-12-12 11:00:00+00:00,2025-12-12 11:15:00+00:00,25553.15,25515.27,25628.91,2.0,SL_HIT,-1.0,2025-12-12 13:30:00+00:00
NAS100,2025-12-12,D_FIRST_PULLBACK,2025-12-12 16:45:00+00:00,2025-12-12 17:00:00+00:00,25260.02,25176.27,25427.52,2.0,SL_HIT,-1.0,2025-12-12 19:30:00+00:00
NAS100,2025-12-12,D_FIRST_PULLBACK,2025-12-12 19:45:00+00:00,2025-12-12 20:00:00+00:00,25192.35,25128.52,25320.01,2.0,EOD,0.0,2025-12-12 20:45:00+00:00
NAS100,2025-12-15,D_FIRST_PULLBACK,2025-12-15 03:30:00+00:00,2025-12-15 03:45:00+00:00,25247.29,25223.41,25295.05,2.0,SL_HIT,-1.0,2025-12-15 07:00:00+00:00
NAS100,2025-12-15,D_FIRST_PULLBACK,2025-12-15 08:15:00+00:00,2025-12-15 08:30:00+00:00,25304.84,25264.34,25385.84,2.0,TP_HIT,2.0,2025-12-15 13:15:00+00:00
NAS100,2025-12-15,D_FIRST_PULLBACK,2025-12-15 14:30:00+00:00,2025-12-15 14:45:00+00:00,25167.96,25025.09,25453.7,2.0,SL_HIT,-1.0,2025-12-15 23:00:00+00:00
