setup_id,symbol,direction,setup_time,entry_time,entry_price,sl,tp,planned_rr,exit_time,exit_price,exit_reason,pnl_r,rectangle_size_points,ai_score
GBPUSD_2026-04-21T18:15:00_SHORT,GBPUSD,sell,2026-04-21T18:15:00,2026-04-21T18:16:00,1.35177,1.35271,1.3489499999999994,3.0,2026-04-21T18:32:00,1.35271,SL_HIT,-1.0,41.000000000002146,100
GBPUSD_2026-04-22T16:30:00_LONG,GBPUSD,buy,2026-04-22T16:30:00,2026-04-22T16:31:00,1.35107,1.35028,1.3534400000000002,3.0,2026-04-22T16:55:00,1.35028,SL_HIT,-1.0,12.999999999996346,100
GBPUSD_2026-04-22T19:15:00_SHORT,GBPUSD,sell,2026-04-22T19:15:00,2026-04-22T19:16:00,1.35185,1.35271,1.3492699999999997,3.0,2026-04-23T05:12:00,1.3492699999999997,TP_HIT,3.0,42.0000000000087,100
GBPUSD_2026-04-23T02:45:00_SHORT,GBPUSD,sell,2026-04-23T02:45:00,2026-04-23T02:58:00,1.35035,1.3512000000000002,1.3477999999999992,3.0,2026-04-23T16:52:00,1.3512000000000002,SL_HIT,-1.0,57.00000000001814,100
GBPUSD_2026-04-23T05:30:00_SHORT,GBPUSD,sell,2026-04-23T05:30:00,2026-04-23T05:31:00,1.35047,1.35121,1.3482500000000002,3.0,2026-04-23T12:33:00,1.3482500000000002,TP_HIT,3.0,31.000000000003244,100
GBPUSD_2026-04-23T05:45:00_SHORT,GBPUSD,sell,2026-04-23T05:45:00,2026-04-23T05:46:00,1.35079,1.3512700000000002,1.3493499999999992,3.0,2026-04-23T07:50:00,1.3493499999999992,TP_HIT,3.0,15.000000000009448,100
GBPUSD_2026-04-23T16:45:00_SHORT,GBPUSD,sell,2026-04-23T16:45:00,2026-04-23T16:46:00,1.35006,1.35158,1.3455000000000001,3.0,2026-04-23T19:46:00,1.35158,SL_HIT,-1.0,75.99999999998718,100
GBPUSD_2026-04-24T02:30:00_LONG,GBPUSD,buy,2026-04-24T02:30:00,2026-04-24T02:31:00,1.34719,1.34564,1.3518400000000006,3.0,2026-04-24T08:18:00,1.34564,SL_HIT,-1.0,51.00000000000104,100
GBPUSD_2026-04-24T06:30:00_LONG,GBPUSD,buy,2026-04-24T06:30:00,2026-04-24T06:31:00,1.34675,1.34619,1.3484299999999996,3.0,2026-04-24T07:46:00,1.34619,SL_HIT,-1.0,21.99999999998869,100
GBPUSD_2026-04-27T05:45:00_SHORT,GBPUSD,sell,2026-04-27T05:45:00,2026-04-27T05:46:00,1.35197,1.3526,1.3500799999999995,3.0,2026-04-27T06:00:00,1.3526,SL_HIT,-1.0,18.999999999991246,100
GBPUSD_2026-04-27T11:45:00_SHORT,GBPUSD,sell,2026-04-27T11:45:00,2026-04-27T11:48:00,1.35355,1.3541800000000002,1.3516599999999996,3.0,2026-04-27T12:04:00,1.3541800000000002,SL_HIT,-1.0,34.000000000000696,100
GBPUSD_2026-04-27T12:45:00_SHORT,GBPUSD,sell,2026-04-27T12:45:00,2026-04-27T12:46:00,1.35402,1.35494,1.35126,3.0,2026-04-27T13:24:00,1.35494,SL_HIT,-1.0,19.999999999997797,100
GBPUSD_2026-04-27T15:30:00_SHORT,GBPUSD,sell,2026-04-27T15:30:00,2026-04-27T15:31:00,1.35561,1.3561100000000001,1.3541099999999995,3.0,2026-04-27T15:51:00,1.3561100000000001,SL_HIT,-1.0,18.0000000000069,100
GBPUSD_2026-04-27T23:45:00_LONG,GBPUSD,buy,2026-04-27T23:45:00,2026-04-27T23:46:00,1.35346,1.3528099999999998,1.355410000000001,3.0,2026-04-28T06:01:00,1.3528099999999998,SL_HIT,-1.0,19.999999999997797,100
GBPUSD_2026-04-28T05:00:00_SHORT,GBPUSD,sell,2026-04-28T05:00:00,2026-04-28T05:06:00,1.35377,1.3543800000000001,1.3519399999999993,3.0,2026-04-28T10:46:00,1.3519399999999993,TP_HIT,3.0,31.000000000003244,100
