setup_id,symbol,direction,setup_time,entry_time,entry_price,sl,tp,planned_rr,exit_time,exit_price,exit_reason,pnl_r,rectangle_size_points,ai_score
GBPUSD_2026-04-27T23:45:00_LONG,GBPUSD,buy,2026-04-27T23:45:00,2026-04-28T00:01:00,1.35337,1.3528099999999998,1.3550500000000003,3.0,2026-04-28T06:01:00,1.3528099999999998,SL_HIT,-1.0,19.999999999997797,100
GBPUSD_2026-04-28T05:00:00_SHORT,GBPUSD,sell,2026-04-28T05:00:00,2026-04-28T05:26:00,1.35375,1.3543800000000001,1.3518599999999996,3.0,2026-04-28T10:57:00,1.3518599999999996,TP_HIT,3.0,31.000000000003244,100
GBPUSD_2026-04-28T13:00:00_LONG,GBPUSD,buy,2026-04-28T13:00:00,2026-04-28T13:16:00,1.35114,1.3499599999999998,1.3546800000000006,3.0,2026-04-28T14:15:00,1.3499599999999998,SL_HIT,-1.0,30.000000000018897,100
GBPUSD_2026-04-28T22:30:00_SHORT,GBPUSD,sell,2026-04-28T22:30:00,2026-04-28T23:04:00,1.35152,1.3520100000000002,1.3500499999999998,3.0,2026-04-28T23:23:00,1.3520100000000002,SL_HIT,-1.0,16.000000000016,100
GBPUSD_2026-04-29T00:00:00_SHORT,GBPUSD,sell,2026-04-29T00:00:00,2026-04-29T00:16:00,1.35164,1.3523500000000002,1.3495099999999993,3.0,2026-04-29T04:53:00,1.3523500000000002,SL_HIT,-1.0,36.0000000000138,100
GBPUSD_2026-04-29T03:00:00_SHORT,GBPUSD,sell,2026-04-29T03:00:00,2026-04-29T03:16:00,1.35214,1.35256,1.3508799999999996,3.0,2026-04-29T05:00:00,1.35256,SL_HIT,-1.0,13.999999999980693,100
GBPUSD_2026-04-29T17:30:00_LONG,GBPUSD,buy,2026-04-29T17:30:00,2026-04-29T17:46:00,1.35056,1.34981,1.35281,3.0,2026-04-29T18:19:00,1.34981,SL_HIT,-1.0,45.999999999990486,100
GBPUSD_2026-04-29T21:45:00_LONG,GBPUSD,buy,2026-04-29T21:45:00,2026-04-29T22:07:00,1.34815,1.3477,1.3495000000000001,3.0,2026-04-29T23:00:00,1.3477,SL_HIT,-1.0,18.0000000000069,100
GBPUSD_2026-04-30T02:00:00_SHORT,GBPUSD,sell,2026-04-30T02:00:00,2026-04-30T02:16:00,1.3475,1.34839,1.3448299999999997,3.0,2026-04-30T04:35:00,1.34839,SL_HIT,-1.0,61.99999999998428,100
GBPUSD_2026-04-30T03:45:00_SHORT,GBPUSD,sell,2026-04-30T03:45:00,2026-04-30T04:01:00,1.34799,1.3484200000000002,1.3466999999999996,3.0,2026-04-30T04:36:00,1.3484200000000002,SL_HIT,-1.0,14.000000000002897,100
GBPUSD_2026-04-30T05:00:00_SHORT,GBPUSD,sell,2026-04-30T05:00:00,2026-04-30T05:17:00,1.34914,1.34979,1.3471899999999999,3.0,2026-04-30T07:44:00,1.3471899999999999,TP_HIT,3.0,24.000000000001794,100
GBPUSD_2026-04-30T09:30:00_LONG,GBPUSD,buy,2026-04-30T09:30:00,2026-04-30T09:46:00,1.34608,1.34527,1.3485099999999999,3.0,2026-04-30T12:10:00,1.3485099999999999,TP_HIT,3.0,52.999999999991935,100
GBPUSD_2026-04-30T11:00:00_LONG,GBPUSD,buy,2026-04-30T11:00:00,2026-04-30T11:16:00,1.34594,1.34516,1.34828,3.0,2026-04-30T12:08:00,1.34828,TP_HIT,3.0,42.0000000000087,100
GBPUSD_2026-04-30T13:00:00_SHORT,GBPUSD,sell,2026-04-30T13:00:00,2026-04-30T13:16:00,1.349,1.35029,1.34513,3.0,2026-04-30T14:31:00,1.35029,SL_HIT,-1.0,69.99999999999228,100
GBPUSD_2026-04-30T14:30:00_SHORT,GBPUSD,sell,2026-04-30T14:30:00,2026-04-30T15:02:00,1.3496,1.35073,1.3462099999999997,3.0,2026-04-30T15:27:00,1.35073,SL_HIT,-1.0,61.99999999998428,100
GBPUSD_2026-04-30T18:45:00_SHORT,GBPUSD,sell,2026-04-30T18:45:00,2026-04-30T19:01:00,1.35159,1.35233,1.3493700000000002,3.0,2026-04-30T19:02:00,1.35233,SL_HIT,-1.0,48.00000000000359,100
GBPUSD_2026-05-01T06:30:00_SHORT,GBPUSD,sell,2026-05-01T06:30:00,2026-05-01T06:46:00,1.36038,1.3609600000000002,1.3586399999999992,3.0,2026-05-01T08:21:00,1.3609600000000002,SL_HIT,-1.0,28.000000000005794,100
GBPUSD_2026-05-01T20:45:00_LONG,GBPUSD,buy,2026-05-01T20:45:00,2026-05-01T21:02:00,1.3622,1.3612,1.3652000000000004,3.0,2026-05-01T21:23:00,1.3612,SL_HIT,-1.0,45.999999999990486,100
