setup_id,symbol,direction,setup_time,entry_time,entry_price,sl,tp,planned_rr,exit_time,exit_price,exit_reason,pnl_r,rectangle_size_points,rectangle_low,rectangle_high,ai_score
GBPUSD_2026-04-21T18:15:00_SHORT,GBPUSD,sell,2026-04-21T18:15:00,2026-04-21T19:55:00,1.35125,1.35246,1.3476200000000003,3.0,2026-04-21T22:21:00,1.3476200000000003,TP_HIT,3.0,41.000000000002146,1.35205,1.35246,100
GBPUSD_2026-04-22T16:30:00_LONG,GBPUSD,buy,2026-04-22T16:30:00,2026-04-22T16:45:00,1.35075,1.35053,1.3514099999999996,3.0,2026-04-22T16:47:00,1.35053,SL_HIT,-1.0,12.999999999996346,1.35053,1.35066,100
GBPUSD_2026-04-22T19:15:00_SHORT,GBPUSD,sell,2026-04-22T19:15:00,2026-04-22T19:30:00,1.35157,1.35246,1.3488999999999998,3.0,2026-04-23T05:13:00,1.3488999999999998,TP_HIT,3.0,42.0000000000087,1.35204,1.35246,100
GBPUSD_2026-04-23T02:45:00_SHORT,GBPUSD,sell,2026-04-23T02:45:00,2026-04-23T03:01:00,1.35033,1.35095,1.3484699999999998,3.0,2026-04-23T05:15:00,1.3484699999999998,TP_HIT,3.0,57.00000000001814,1.35038,1.35095,100
GBPUSD_2026-04-23T05:30:00_SHORT,GBPUSD,sell,2026-04-23T05:30:00,2026-04-23T05:47:00,1.35058,1.35096,1.3494399999999998,3.0,2026-04-23T05:58:00,1.35096,SL_HIT,-1.0,31.000000000003244,1.35065,1.35096,100
GBPUSD_2026-04-23T05:45:00_SHORT,GBPUSD,sell,2026-04-23T05:45:00,2026-04-23T06:00:00,1.35086,1.35102,1.3503799999999995,3.0,2026-04-23T06:11:00,1.3503799999999995,TP_HIT,3.0,15.000000000009448,1.35087,1.35102,100
GBPUSD_2026-04-23T16:45:00_SHORT,GBPUSD,sell,2026-04-23T16:45:00,2026-04-23T17:03:00,1.35035,1.35133,1.34741,3.0,2026-04-23T19:45:00,1.35133,SL_HIT,-1.0,75.99999999998718,1.35057,1.35133,100
GBPUSD_2026-04-24T02:30:00_LONG,GBPUSD,buy,2026-04-24T02:30:00,2026-04-24T02:45:00,1.3465,1.34589,1.34833,3.0,2026-04-24T07:57:00,1.34589,SL_HIT,-1.0,51.00000000000104,1.34589,1.3464,100
GBPUSD_2026-04-24T06:30:00_LONG,GBPUSD,buy,2026-04-24T06:30:00,2026-04-24T06:45:00,1.34668,1.34644,1.3474000000000002,3.0,2026-04-24T07:22:00,1.34644,SL_HIT,-1.0,21.99999999998869,1.34644,1.34666,100
GBPUSD_2026-04-27T05:45:00_SHORT,GBPUSD,sell,2026-04-27T05:45:00,2026-04-28T07:39:00,1.35209,1.35235,1.3513100000000002,3.0,2026-04-28T08:04:00,1.35235,SL_HIT,-1.0,18.999999999991246,1.35216,1.35235,100
